"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 26 14:48:58 GMT 2024","Wed Jun 26 14:48:58 GMT 2024","1","negative","test_api","","","","test_get_user_null_id",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","3","sampleService.tests.component.negative","test_api","","","","test_get_user[ ]",""
"passed","Wed Jun 26 14:48:58 GMT 2024","Wed Jun 26 14:48:58 GMT 2024","0","negative","test_api","","","","test_post_user_too_long_username",""
"passed","Wed Jun 26 14:48:58 GMT 2024","Wed Jun 26 14:48:58 GMT 2024","4","positive","test_api","","","","test_post_user_short_username",""
"passed","Wed Jun 26 14:48:58 GMT 2024","Wed Jun 26 14:48:58 GMT 2024","4","positive","test_api","","","","test_get_user",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","7","sampleService.tests.component.positive","test_api","","","","test_post_user_max_length",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","11","sampleService.tests.component.positive","test_api","","","","test_get_user[18fe082a-a85f-4a67-80f2-61c1aa38042d]",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","13","sampleService.tests.component.positive","test_api","","","","test_post_user_existed_name",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","2","sampleService.tests.component.negative","test_api","","","","test_get_user_no_id",""
"passed","Wed Jun 26 14:48:58 GMT 2024","Wed Jun 26 14:48:58 GMT 2024","0","negative","test_api","","","","test_post_user_empty_username",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","3","sampleService.tests.component.negative","test_api","","","","test_post_user_wrong_key_in_body",""
"passed","Wed Jun 26 14:48:58 GMT 2024","Wed Jun 26 14:48:58 GMT 2024","4","positive","test_crud","","","","test_get_user",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","2","sampleService.tests.component.negative","test_api","","","","test_post_user_invalid_json",""
"passed","Wed Jun 26 14:48:58 GMT 2024","Wed Jun 26 14:48:58 GMT 2024","0","negative","test_crud","","","","test_create_user_invalid_username[]",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","3","sampleService.tests.component.negative","test_api","","","","test_get_user[PpC]",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","9","sampleService.tests.component.negative","test_api","","","","test_post_user_empty_name",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","2","sampleService.tests.component.negative","test_api","","","","test_post_user_none_name",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","2","sampleService.tests.component.negative","test_api","","","","test_post_user_wrong_username_type",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","6","sampleService.tests.component.positive","test_api","","","","test_post_user_one_symbol_name[2]",""
"passed","Wed Jun 26 14:48:58 GMT 2024","Wed Jun 26 14:48:58 GMT 2024","3","positive","test_api","","","","test_post_user_max_length_username",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","3","sampleService.tests.component.negative","test_api","","","","test_get_user[None]",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","10","sampleService.tests.component.positive","test_api","","","","test_get_user[663]",""
"passed","Wed Jun 26 14:48:58 GMT 2024","Wed Jun 26 14:48:58 GMT 2024","4","negative","test_crud","","","","test_get_not_existed_user",""
"passed","Wed Jun 26 14:48:57 GMT 2024","Wed Jun 26 14:48:57 GMT 2024","2","sampleService.tests.component.negative","test_api","","","","test_post_user_empty_body",""
"passed","Wed Jun 26 14:48:58 GMT 2024","Wed Jun 26 14:48:58 GMT 2024","8","positive","test_crud","","","","test_create_user_repeated_username",""
"passed","Wed Jun 26 14:48:58 GMT 2024","Wed Jun 26 14:48:58 GMT 2024","21","negative","test_api","","","","test_get_not_existed_user",""
