"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 21 11:44:28 GMT 2024","Sun Jul 21 11:44:28 GMT 2024","2","record_service.tests.component","test_api","","","","test_new_task_api_wrong_field_type_timestamp_filed[False-integer]",""
"passed","Sun Jul 21 11:44:29 GMT 2024","Sun Jul 21 11:44:29 GMT 2024","2","record_service.tests.unit.test_crud","test_crud_create_finished_task","","","","test_symbols_in_description_field[sORcHGOOjAzYoVnqUcIJgPfaenynEcvfsEjZkTBhrqXxErvXjZ]",""
"passed","Sun Jul 21 11:44:28 GMT 2024","Sun Jul 21 11:44:28 GMT 2024","2","record_service.tests.component","test_api","","","","test_finish_task_missing_timestamp_field",""
"passed","Sun Jul 21 11:44:29 GMT 2024","Sun Jul 21 11:44:29 GMT 2024","5","record_service.tests.unit.test_crud","test_crud_create_finished_task","","","","test_description_repeated_value",""
"passed","Sun Jul 21 11:44:29 GMT 2024","Sun Jul 21 11:44:29 GMT 2024","2","record_service.tests.unit.test_api","test_post_new_task","","","","test_description_field[MftjkDdRVqUuABOqCbypMdwqptjSLLltUdhZsuEkXcPNuPtdfz-False]",""
"passed","Sun Jul 21 11:44:30 GMT 2024","Sun Jul 21 11:44:30 GMT 2024","2","record_service.tests.unit.test_crud","test_crud_finish_task","","","","test_correct",""
"passed","Sun Jul 21 11:44:28 GMT 2024","Sun Jul 21 11:44:28 GMT 2024","3","record_service.tests.component","test_api","","","","test_new_task_api_wrong_field_type_timestamp_filed[False-string]",""
"passed","Sun Jul 21 11:44:29 GMT 2024","Sun Jul 21 11:44:29 GMT 2024","2","record_service.tests.unit.test_api","test_post_new_task","","","","test_description_field[F-False]",""
"passed","Sun Jul 21 11:44:28 GMT 2024","Sun Jul 21 11:44:28 GMT 2024","3","record_service.tests.component","test_api","","","","test_new_task_missing_description_field[False]",""
"passed","Sun Jul 21 11:44:29 GMT 2024","Sun Jul 21 11:44:29 GMT 2024","0","record_service.tests.unit.test_api","test_post_finish_task","","","","test_wrong_type_id_field",""
"passed","Sun Jul 21 11:44:28 GMT 2024","Sun Jul 21 11:44:28 GMT 2024","6","record_service.tests.component","test_api","","","","test_finish_task_not_existed_id",""
