"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","0","record_service.tests.unit.test_api","test_post_finish_task","","","","test_missing_timestamp_field",""
"passed","Fri Jul 12 16:43:14 GMT 2024","Fri Jul 12 16:43:14 GMT 2024","2","record_service.tests.component","test_api","","","","test_new_task_more_than_max_symbols_in_description_field[False]",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","2","record_service.tests.unit.test_crud","test_crud_create_finished_task","","","","test_correct",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","1","record_service.tests.unit.test_crud","test_crud_create_task","","","","test_symbols_in_description_field[e]",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","0","record_service.tests.unit.test_api","test_post_new_task","","","","test_wrong_type_timestamp_filed[string]",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","0","record_service.tests.unit.test_api","test_post_new_task","","","","test_wrong_type_is_task_finished_field",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","2","record_service.tests.unit.test_api","test_post_new_task","","","","test_description_field[NZTBwlHjAKOwmXZroTGXzotUqmFNpfDNsMUiXjLZTXXpqzRbyD-False]",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","0","record_service.tests.unit.test_api","test_post_new_task","","","","test_missing_timestamp_filed",""
"passed","Fri Jul 12 16:43:14 GMT 2024","Fri Jul 12 16:43:14 GMT 2024","2","record_service.tests.component","test_api","","","","test_finish_task_missing_timestamp_field",""
"passed","Fri Jul 12 16:43:14 GMT 2024","Fri Jul 12 16:43:14 GMT 2024","2","record_service.tests.component","test_api","","","","test_new_task_api_wrong_field_type_description_field[True]",""
"passed","Fri Jul 12 16:43:14 GMT 2024","Fri Jul 12 16:43:14 GMT 2024","9","record_service.tests.component","test_api","","","","test_new_task_description_repeated_value[True]",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","2","record_service.tests.unit.test_crud","test_crud_create_task","","","","test_symbols_in_description_field[flGXXFfpNtseEuFxFIRehqJSzsyPNOrDEybwtkCJBkdXVTQNnK]",""
"passed","Fri Jul 12 16:43:14 GMT 2024","Fri Jul 12 16:43:14 GMT 2024","3","record_service.tests.component","test_api","","","","test_new_task_api_wrong_field_type_timestamp_filed[True-integer]",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","0","record_service.tests.unit.test_crud","test_crud_create_task","","","","test_more_than_max_symbols_in_description_field",""
"passed","Fri Jul 12 16:43:14 GMT 2024","Fri Jul 12 16:43:14 GMT 2024","7","record_service.tests.component","test_api","","","","test_new_task_description_repeated_value[False]",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","2","record_service.tests.unit.test_crud","test_crud_create_task","","","","test_correct",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","3","record_service.tests.unit.test_api","test_post_new_task","","","","test_description_field[NZTBwlHjAKOwmXZroTGXzotUqmFNpfDNsMUiXjLZTXXpqzRbyD-True]",""
"passed","Fri Jul 12 16:43:14 GMT 2024","Fri Jul 12 16:43:14 GMT 2024","5","record_service.tests.component","test_api","","","","test_new_task_description_field[v-False]",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","5","record_service.tests.unit.test_crud","test_crud_create_finished_task","","","","test_description_repeated_value",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","4","record_service.tests.unit.test_crud","test_crud_create_task","","","","test_description_repeated_value",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","2","record_service.tests.unit.test_api","test_post_new_task","","","","test_all_is_correct",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","0","record_service.tests.unit.test_api","test_post_new_task","","","","test_wrong_type_description_field",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","1","record_service.tests.unit.test_api","test_post_new_task","","","","test_wrong_type_timestamp_filed[integer]",""
"passed","Fri Jul 12 16:43:14 GMT 2024","Fri Jul 12 16:43:14 GMT 2024","2","record_service.tests.component","test_api","","","","test_new_task_empty_description_field[True]",""
"passed","Fri Jul 12 16:43:15 GMT 2024","Fri Jul 12 16:43:15 GMT 2024","0","record_service.tests.unit.test_crud","test_crud_create_task","","","","test_wrong_type_timestamp[string]",""
"passed","Fri Jul 12 16:43:14 GMT 2024","Fri Jul 12 16:43:14 GMT 2024","8","record_service.tests.component","test_api","","","","test_new_task_missing_timestamp_field[True]",""
